"FILE","BUSTED.LR","BUSTED.SRV.LR","BUSTED.omega3.MLE","BUSTED.SRV.omega3.MLE","BUSTED.omega3.prop","BUSTED.SRV.omega3.prop","CV.SRV","BUSTED.P","BUSTED.SRV.P","BUSTED.AICc","BUSTED.SRV.AICc","BUSTED.treelength","BUSTED.SRV.treelength","Sites","Sequences","BUSTED.omega1.MLE","BUSTED.SRV.omega1.MLE","BUSTED.omega1.prop","BUSTED.SRV.omega1.prop","BUSTED.omega2.MLE","BUSTED.SRV.omega2.MLE","BUSTED.omega2.prop","BUSTED.SRV.omega2.prop","SRV.alpha3.MLE","SRV.alpha3.prop","SRV.alpha1.MLE","SRV.alpha1.prop","SRV.alpha2.MLE","SRV.alpha2.prop"
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.48.BUSTED.json",1.16107980658853,0,1.99478644198106,1.00835618653812,0.219792311628313,0,1.06444377261786,0.559596157159211,1,16227.7804165573,16063.1891293737,1.53593293287065,7.92289052101183,1000,5,0.311112306293208,0.548220169375313,0.510331442578259,1,0.30479488718273,0.58243000403214,0.269876245793427,0,3.87675049189381,0.0649121776366956,0,0.270302878774269,0.877722580332565,0.664784943589035
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.49.BUSTED.json",10.3388736450943,0,2.70994675922631,1.00636707827746,0.204248582374211,0,1.36492984411222,0.00568777114215679,1,16173.0595414943,15907.309194881,1.57086498073817,11.7937018148235,1000,5,0.312788578922469,0.560247768229382,0.50167458339448,1,0.41090100887671,0.618216801439198,0.294076834231308,0,4.58268963958405,0.0584704393767725,0,0.319264356369251,0.769337713520815,0.622265204253977
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.4.BUSTED.json",7.40776620785982,0,3.54529079224427,1.02587004699283,0.134268500329377,1.4432899320127e-15,1.2385013385408,0.0246277086045883,1,16423.5875208927,16163.6421363825,1.59345900739806,11.2845473892138,1000,5,0.433090400348839,0.665732874671191,0.527392891588628,0,0.467886456508215,0.623813393233753,0.338338608081995,0.999999999999999,5.49254495701454,0.0438411117862249,0,0.333255491385141,1.03699496996964,0.622903396828634
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.50.BUSTED.json",7.20580005577722,0,1.94897127030352,1.00426569349132,0.33700225385427,6.96675128971107e-15,0.903466566868721,0.0272445976790645,1,16492.8305757757,16276.7711612221,1.45450865645507,1.76745058099752,1000,5,0.605532666954387,0.774392124817286,0.359104900627569,0.0346012765438246,0.113876841294386,0.772200994862808,0.303892845518162,0.965398723456168,1.1376358437668,0.567643654522582,0,0.311198416241525,3.08566504176747,0.121157929235892
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.51.BUSTED.json",0.182590766946305,0,1.52504097345487,1.39318657840987,0.315805472586852,0,1.02344800824994,0.912748060379349,1,16242.8924193957,16042.0382880413,1.41243338372283,7.32620807203997,1000,5,0.639620956663679,0.611088819454242,0.207653877958838,1,0.218913868313846,0.86368192804538,0.47654064945431,0,3.85752352162412,0.0573408978358462,0,0.300495848972929,0.968648066647009,0.642163253191225
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.52.BUSTED.json",0.0490224578607013,0,1.60318872675747,1.04349231369336,0.189961445082197,0,0.902140597064865,0.975786731814382,1,16219.9863094785,16061.5856525752,1.37982054143386,7.11275639074542,1000,5,0.577161873285561,0.646843815830836,0.386762736282451,1,0.438856560651357,0.686993450355173,0.423275818635352,0,4.25440463785643,0.0392720201298804,0,0.274822802281886,1.10032879173677,0.685905177588233
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.53.BUSTED.json",4.34369147281541,0,2.63375922774357,1.00280392549569,0.181621026858031,5.55111512312578e-14,1.10009124389264,0.113967069499573,1,16606.7153905463,16361.1382218025,1.56208478870527,8.72306426412192,1000,5,0.560993390970959,0.765864775145177,0.551507264339131,0,0.33259496949313,0.718567109137999,0.266871708802839,0.999999999999944,7.50851052498895,0.0586681498509058,0,0.311789614847492,1.73983004978799,0.629542235301603
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.54.BUSTED.json",2.00973985417477,0,1.31275545484114,1.01171824433809,0.329328902460666,0,0.988227273616948,0.366092250359547,1,16139.056566737,15953.7744358355,1.39872814250489,1.61794141701896,1000,5,1,0.528782148157032,0.224093239875621,1,0,0.543956915635929,0.446577857663713,0,1.00143288004241,0.606176327235727,0,0.290685342058255,3.44065599474243,0.103138330706018
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.55.BUSTED.json",0.193632538943348,0,2.17861083140115,1.04329264238571,0.136721985419849,0,0.979289125440649,0.907722767192049,1,15961.8895038021,15789.8898529855,1.33315827828933,1.85931419039128,1000,5,0.500107179498986,0.652940708583732,0.548467128970126,1,0.527946044172632,0.657682349153777,0.314810885610025,0,0.446188984883016,0.670318535963816,0,0.30271718901981,2.03949441966545,0.0269642750163743
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.56.BUSTED.json",3.29608220939736,0,1.8775772538397,1.00596097377423,0.269293557460201,1.77635683940025e-15,1.15071737233248,0.192426482956869,1,15810.7633932082,15608.2733047338,1.43369884563978,8.07737298864569,1000,5,0.516798861871329,0.581655615334629,0.375039811011434,0,0.0591949300820086,0.567560193828646,0.355666631528365,0.999999999999998,3.65579799374716,0.0647778161486761,0,0.317749148072619,0.817676233399529,0.617473035778705
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.57.BUSTED.json",-0.0910811289577396,0,1.11692191350254,1.01159104237486,0.38004790719612,0,0.794618409478483,1,1,16130.1252989799,15990.0446354864,1.40275274167037,1.5771317695924,1000,5,1,0.572393735058411,0.0549283561743704,1,0.289561737038251,0.574311473863025,0.56502373662951,0,1.12227472417305,0.600498635565363,0,0.253223216818313,2.83949614671597,0.146278147616324
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.58.BUSTED.json",1.64946530474481,0,2.12167873870751,1.04349231339349,0.210625573270444,0,0.950060281029094,0.438352169184088,1,16637.7646275422,16444.4643417379,1.58029895156199,7.37866828995783,1000,5,0.588971074942419,0.681140699204813,0.459123512202716,0.0946217330549625,0.264883844668618,0.679980070347091,0.33025091452684,0.905378266945038,2.59628709668025,0.056294001296186,0,0.280557113206202,0.692803912584346,0.663148885497612
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.59.BUSTED.json",1.58475362412537,0,2.40492133850785,1.00621232255536,0.1614580623426,0,0.941073675780228,0.452767372392944,1,16436.4496238705,16206.1973981417,1.50237875338174,1.92416930184633,1000,5,0.565189341795129,0.699241466474147,0.446690674389047,1,0.483587311469209,0.706008722735807,0.391851263268353,0,0.817572376992754,0.62018073707387,0,0.301504146832329,2.64177081877034,0.078315116093801
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.5.BUSTED.json",5.96896133240989,0,3.5402809810316,1.00116484288756,0.0914968389798321,0,1.05851406086345,0.0505657572405651,1,16079.9858513068,15904.140311935,1.43440883227764,8.33391035921673,1000,5,0.40501391137018,0.527137363789444,0.581321580727555,1,0.434586557190315,0.565016455749751,0.327181580292613,0,2.28137551026518,0.040359331811649,0,0.307617050100916,0.504781179313921,0.652023618087435
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.60.BUSTED.json",2.84451287145384,0,8.85762357592765,1.0086574166723,0.0180276218643075,0,1.09000934578568,0.241169219595328,1,15951.5075473267,15765.9199040871,1.42792127300363,10.094143179007,1000,5,0.338228373874455,0.596901003550442,0.431200447645968,1,0.83133398987861,0.604107824011208,0.550771930489724,0,6.98431905337375,0.0277887386461611,0,0.311561360788028,1.33453841321638,0.660649900565811
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.61.BUSTED.json",-0.0615618907850148,0,1.54973031136093,1.00193084893796,0.14349749682505,0,0.880295407697622,1,1,16325.8101784613,16143.2124286216,1.38056455826966,6.04138977859008,1000,5,0.556879598224897,0.604974053932999,0.549359798369642,1,0.450882453082574,0.618479391808918,0.307142704805308,0,2.67597671518749,0.0553265451324368,0,0.288465069410711,0.823445118833258,0.656208385456852
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.62.BUSTED.json",9.05652637999265,0,2.36162188824607,1.27014755959137,0.248587281887645,0,0.993589713876138,0.0107994163287747,1,16056.4749753338,15858.2257513783,1.42473134567812,5.07890692250271,1000,5,0.196352876466196,0.629555674263063,0.378432158065343,1,0.393970818806177,0.655519390894399,0.372980560047011,0,2.86777473317651,0.121628963284794,0,0.310254445062785,0.889490402233977,0.568116591652422
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.63.BUSTED.json",11.9546187187298,0,2.2832427098729,1.05396298940407,0.315044767698151,0,0.876399528126611,0.00253563961713588,1,16332.310690529,16164.1736586534,1.54009324839716,4.02558131351989,1000,5,0.449673781867496,0.739312025377106,0.316615121498465,1,0.210287984453715,0.817889988281602,0.368340110803384,0,5.78716424286071,0.230678906479959,0,0.248646229588809,1.92343655827046,0.520674863931232
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.64.BUSTED.json",10.866114401495,0,1.54627816814985,1.00202113238531,0.565913681126799,0,0.875641654869704,0.00436971626152449,1,16239.2786892826,16084.9486208632,1.42491193371125,4.29257892880686,1000,5,0.202843523527061,0.738364961899983,0.0457554564994219,0.480331726727779,0,0.74563817342249,0.388330862373779,0.519668273272221,4.86528006241954,0.147557129509283,9.73702665051448e-13,0.273146107537148,1.72953747927203,0.579296762953569
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.65.BUSTED.json",6.3558861875099,0,3.53606793058757,1.00040016006403,0.118492847195455,0,1.11981605642531,0.041671280949021,1,16264.6403285244,16002.848565752,1.53222171376537,7.28683319675694,1000,5,0.454461511613943,0.646707298393248,0.539330569576043,0,0.490722815430323,0.629999552412124,0.342176583228502,1,4.4922672754394,0.087003634934641,0,0.310793689185477,1.08951294093873,0.602202675879882
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.66.BUSTED.json",36.6046985127668,0,10.7850266505801,1.5906183996523,0.0507291848277698,0,1.24646451430876,1.12561717724447e-08,1,16198.9726647948,16043.3651447752,1.76854151526991,11.0636734871447,1000,5,0.526513284874395,0.643701842879534,0.684909330765305,1,0.587945478120984,0.895921585380683,0.264361484406925,0,3.1922465747421,0.0424275998558505,0,0.278501731090905,0.526503274195342,0.679070669053244
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.67.BUSTED.json",0.100244393666799,0,1.29306224537422,1.00801120671517,0.36738706254384,0,0.990189589489597,0.951113194376284,1,16212.3688276199,16018.9112570856,1.39493586709612,7.49260382526279,1000,5,1,0.615905678765072,0.171138368221816,1,0.142248668220782,0.637007644621606,0.461474569234344,0,5.38739491393584,0.0448978291769759,0,0.309169598056067,1.37076848727053,0.645932572766957
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.68.BUSTED.json",0.475781443750748,0,1.60896713455444,1.26345021877217,0.290271426584948,0,0.901701676578809,0.78828882910109,1,16624.1791322002,16428.6812108625,1.56763895242015,5.17207416053019,1000,5,0.554088018191943,0.564575436205586,0.274699163001933,1,0.217438108854262,0.619521149136238,0.435029410413119,0,4.97008724675316,0.155940145537623,0,0.249256157079116,1.58292033225313,0.594803697383261
"1000_Codons/O3_2_25_A3_0001/1000_Codons_O3_2_25_A3_0001_sim_replicate.69.BUSTED.json",0.519952471546276,0,1.56837677407206,1.00835618598375,0.306598914512593,3.75647766196942e-15,0.971527806791749,0.771069909454198,1,16621.2715879872,16460.4309956604,1.58243738978561,7.89166984146965,1000,5,0.6113747780952,0.565525858870898,0.241772670478966,0.479456264656274,0.159717699125603,0.563794426014955,0.451628415008442,0.520543735343722,3.74348180273751,0.0557481175006072,0,0.258582084083907,0.911377361436347,0.685669798415485
